Transaction_ID,Date,Day_of_Week,Month,Is_Weekend,Store,Category,Unit_Price,Units_Sold,Discount_Percent,Discount_Amount,Total_Sales,Customer_Age,Customer_Gender,Payment_Method,Customer_Rating
231,2022-05-01,Sunday,5,1,Store_D,Furniture,55954.48,7,15,58752.2,332929.16,33,Female,Debit Card,2.5
232,2023-07-01,Saturday,7,1,Store_C,Toys,858.53,17,15,2189.25,12405.76,47,Male,UPI,4.0
233,2022-11-24,Thursday,11,0,Store_B,Sports,4899.95,7,20,1959.98,32339.67,32,Male,Cash,2.0
234,2022-10-30,Sunday,10,1,Store_B,Furniture,27059.36,13,20,70354.34,281417.34,33,Female,Debit Card,2.0
235,2023-05-16,Tuesday,5,0,Store_D,Beauty,797.7,12,5,478.62,9093.78,26,Female,Credit Card,4.7
236,2023-07-10,Monday,7,0,Store_A,Electronics,42033.89,3,30,37830.5,88271.17,60,Male,Cash,2.6
237,2023-10-08,Sunday,10,1,Store_B,Clothing,3594.41,1,5,179.72,3414.69,50,Female,Debit Card,1.2
238,2023-10-16,Monday,10,0,Store_D,Beauty,210.57,18,20,758.05,3032.21,44,Male,Cash,3.1
239,2022-10-09,Sunday,10,1,Store_C,Electronics,25359.69,14,30,106510.7,248524.96,29,Male,Cash,3.1
240,2022-09-04,Sunday,9,1,Store_B,Toys,2464.12,9,30,6653.12,15523.96,43,Male,Debit Card,4.8
241,2023-04-16,Sunday,4,1,Store_B,Furniture,24698.0,3,25,18523.5,55570.5,59,Male,Cash,2.6
242,2023-01-22,Sunday,1,1,Store_D,Electronics,32019.03,6,0,0.0,192114.18,49,Female,Debit Card,3.3
243,2022-04-08,Friday,4,0,Store_A,Furniture,17701.95,19,15,50450.56,285886.49,35,Male,Cash,3.7
244,2022-10-15,Saturday,10,1,Store_A,Groceries,1861.09,11,0,0.0,20471.99,31,Male,UPI,4.7
245,2022-11-03,Thursday,11,0,Store_B,Furniture,45768.98,16,25,148749.18,583554.5,52,Female,UPI,4.0
246,2023-12-07,Thursday,12,0,Store_A,Sports,1089.34,18,5,762.54,18845.58,22,Female,UPI,4.9
247,2022-01-31,Monday,1,0,Store_C,Beauty,2038.82,12,20,4893.17,19572.67,42,Female,Credit Card,3.7
248,2023-11-08,Wednesday,11,0,Store_D,Clothing,3906.4,15,30,11719.2,46876.8,33,Male,Cash,2.1
249,2023-12-30,Saturday,12,1,Store_B,Books,543.35,8,0,0.0,4346.8,18,Female,UPI,2.4
250,2022-04-15,Friday,4,0,Store_B,Clothing,1099.48,15,20,3298.44,13193.76,53,Female,Cash,1.1
251,2022-12-29,Thursday,12,0,Store_A,Sports,12996.66,4,10,1299.67,50686.97,44,Female,Cash,3.9
252,2023-08-09,Wednesday,8,0,Store_B,Books,337.3,9,10,303.57,2732.13,35,Female,Credit Card,1.3
253,2023-03-22,Wednesday,3,0,Store_C,Books,519.65,3,10,155.89,1403.06,34,Male,UPI,3.4
254,2022-07-20,Wednesday,7,0,Store_D,Clothing,850.35,1,15,127.55,722.8,39,Female,Debit Card,2.8
255,2023-03-17,Friday,3,0,Store_B,Toys,1029.93,7,15,1081.43,6128.08,38,Male,UPI,4.9
256,2022-10-26,Wednesday,10,0,Store_D,Furniture,26745.01,9,30,72211.53,168493.56,68,Female,Debit Card,1.5
257,2023-08-01,Tuesday,8,0,Store_B,Groceries,1379.34,18,0,0.0,24828.12,64,Female,Credit Card,2.8
258,2022-10-26,Wednesday,10,0,Store_A,Books,1042.17,5,25,1302.71,3908.14,37,Male,Debit Card,3.6
259,2023-03-10,Friday,3,0,Store_D,Clothing,2355.52,20,15,7066.56,40043.84,55,Female,UPI,3.2
260,2023-01-04,Wednesday,1,0,Store_A,Clothing,3890.98,12,5,2334.59,44357.17,59,Male,UPI,4.9
261,2022-12-06,Tuesday,12,0,Store_D,Clothing,250.63,14,5,112.78,3396.04,50,Male,UPI,2.5
262,2023-11-27,Monday,11,0,Store_B,Sports,14966.23,19,0,0.0,284358.37,36,Female,Cash,1.5
263,2022-12-23,Friday,12,0,Store_C,Sports,6993.39,12,20,9790.75,74129.93,48,Female,UPI,1.4
264,2022-11-23,Wednesday,11,0,Store_A,Toys,229.58,7,0,0.0,1607.06,39,Male,Credit Card,4.7
265,2023-06-13,Tuesday,6,0,Store_B,Groceries,695.43,14,15,1460.4,8275.62,32,Female,Credit Card,1.7
266,2023-11-05,Sunday,11,1,Store_D,Books,140.87,20,5,140.87,2676.53,46,Female,UPI,1.0
267,2022-07-30,Saturday,7,1,Store_C,Clothing,2971.27,18,5,2674.14,50808.72,41,Female,Credit Card,2.8
268,2022-09-26,Monday,9,0,Store_D,Sports,9075.47,20,15,27226.41,154282.99,55,Male,Debit Card,2.4
269,2023-04-14,Friday,4,0,Store_B,Toys,2764.18,19,0,0.0,52519.42,61,Male,Debit Card,1.5
270,2022-11-09,Wednesday,11,0,Store_A,Groceries,777.95,10,20,777.95,7001.55,42,Female,Credit Card,3.3
271,2022-07-10,Sunday,7,1,Store_D,Groceries,1132.08,16,10,1811.33,16301.95,26,Male,Debit Card,4.4
272,2023-09-27,Wednesday,9,0,Store_A,Sports,14292.08,16,5,11433.66,217239.62,30,Female,UPI,2.6
273,2023-05-19,Friday,5,0,Store_D,Beauty,2031.49,3,20,1218.89,4875.58,19,Male,Debit Card,1.1
274,2022-08-19,Friday,8,0,Store_C,Groceries,1572.44,19,25,7469.09,22407.27,67,Female,Cash,3.3
275,2022-10-02,Sunday,10,1,Store_C,Electronics,38120.2,15,20,114360.6,457442.4,31,Female,Cash,3.9
276,2023-11-01,Wednesday,11,0,Store_B,Toys,2636.95,4,15,791.09,9756.71,34,Female,Cash,2.8
277,2022-08-31,Wednesday,8,0,Store_B,Sports,12957.42,20,25,64787.1,194361.3,45,Male,Credit Card,4.1
278,2022-07-31,Sunday,7,1,Store_A,Sports,8124.53,20,20,32498.12,129992.48,28,Female,Debit Card,2.2
279,2022-10-01,Saturday,10,1,Store_A,Groceries,1927.41,14,0,0.0,26983.74,35,Male,Credit Card,2.0
280,2023-12-30,Saturday,12,1,Store_C,Furniture,61156.41,15,15,119255.0,798091.15,27,Female,UPI,2.5
281,2023-10-11,Wednesday,10,0,Store_A,Books,821.86,9,25,1849.18,5547.56,41,Female,UPI,2.3
282,2022-01-03,Monday,1,0,Store_A,Beauty,2594.14,12,30,9338.9,21790.78,22,Female,Credit Card,4.9
283,2022-08-05,Friday,8,0,Store_D,Toys,1036.31,10,10,1036.31,9326.79,53,Male,UPI,4.2
284,2023-11-30,Thursday,11,0,Store_A,Electronics,5428.95,20,0,0.0,108579.0,25,Male,UPI,2.8
285,2022-07-27,Wednesday,7,0,Store_B,Toys,561.03,9,0,0.0,5049.27,59,Female,Debit Card,1.3
286,2023-11-12,Sunday,11,1,Store_B,Electronics,20118.91,12,25,50297.28,191129.64,62,Male,UPI,3.6
287,2022-01-02,Sunday,1,1,Store_B,Beauty,450.06,19,5,427.56,8123.58,51,Female,Cash,1.0
288,2022-12-18,Sunday,12,1,Store_A,Books,1071.64,18,0,0.0,19289.52,32,Female,Cash,3.9
289,2022-04-16,Saturday,4,1,Store_C,Sports,13250.54,5,15,9937.91,56314.79,67,Male,Credit Card,1.3
290,2023-07-31,Monday,7,0,Store_A,Groceries,908.19,7,25,1589.33,4768.0,65,Male,UPI,3.5
291,2023-03-30,Thursday,3,0,Store_B,Clothing,4503.65,5,30,6755.48,15762.77,25,Female,Debit Card,4.9
292,2022-11-19,Saturday,11,1,Store_B,Furniture,22880.44,7,5,3432.07,156731.01,53,Female,Cash,4.4
293,2022-07-30,Saturday,7,1,Store_B,Books,513.76,2,30,308.26,719.26,68,Male,UPI,2.5
294,2022-09-04,Sunday,9,1,Store_D,Clothing,2735.78,1,10,273.58,2462.2,38,Male,UPI,4.4
295,2023-08-06,Sunday,8,1,Store_D,Sports,8331.44,6,30,14996.59,34992.05,48,Male,Cash,3.3
296,2022-01-15,Saturday,1,1,Store_C,Furniture,4146.32,2,30,2487.79,5804.85,43,Female,UPI,2.7
297,2023-02-16,Thursday,2,0,Store_A,Groceries,591.06,10,0,0.0,5910.6,50,Male,Credit Card,3.1
298,2023-02-05,Sunday,2,1,Store_A,Toys,2126.16,8,0,0.0,17009.28,33,Male,UPI,1.5
299,2023-09-19,Tuesday,9,0,Store_A,Toys,2031.63,6,0,0.0,12189.78,18,Male,Cash,1.7
300,2022-12-22,Thursday,12,0,Store_C,Groceries,775.15,13,25,1744.09,8332.86,25,Male,Debit Card,4.2
301,2023-06-21,Wednesday,6,0,Store_A,Toys,2165.74,19,25,10287.26,30861.8,22,Female,UPI,3.0
302,2022-02-26,Saturday,2,1,Store_D,Groceries,766.99,9,30,2070.87,4832.04,24,Male,Credit Card,4.0
303,2022-01-03,Monday,1,0,Store_A,Electronics,12605.3,16,10,20168.48,181516.32,42,Male,Credit Card,4.7
304,2022-02-06,Sunday,2,1,Store_D,Furniture,26422.36,14,25,92478.26,277434.78,38,Female,Cash,3.3
305,2022-05-03,Tuesday,5,0,Store_A,Groceries,485.21,17,0,0.0,8248.57,43,Male,UPI,4.5
306,2022-11-15,Tuesday,11,0,Store_C,Clothing,2854.84,4,10,285.48,11133.88,30,Female,Debit Card,4.0
307,2023-04-21,Friday,4,0,Store_C,Beauty,3991.48,7,25,6985.09,20955.27,52,Male,Credit Card,1.0
308,2023-02-24,Friday,2,0,Store_A,Furniture,43782.07,1,10,4378.21,39403.86,18,Female,Debit Card,1.4
309,2023-06-27,Tuesday,6,0,Store_B,Books,788.84,2,5,78.88,1498.8,63,Female,Cash,1.2
310,2022-08-26,Friday,8,0,Store_D,Sports,7039.33,3,20,4223.6,16894.39,24,Male,UPI,1.3
311,2023-08-05,Saturday,8,1,Store_A,Books,1027.42,5,5,256.86,4880.24,36,Female,Debit Card,4.7
312,2023-02-07,Tuesday,2,0,Store_C,Sports,6955.54,8,0,0.0,55644.32,30,Male,Cash,1.6
313,2022-06-18,Saturday,6,1,Store_D,Beauty,1359.03,4,20,1087.22,4348.9,40,Male,UPI,2.2
314,2022-09-29,Thursday,9,0,Store_A,Clothing,956.55,10,30,2869.65,6695.85,63,Male,Credit Card,4.3
315,2022-12-02,Friday,12,0,Store_B,Clothing,3613.56,15,15,6504.41,47698.99,50,Male,Debit Card,2.0
316,2022-02-01,Tuesday,2,0,Store_D,Beauty,2290.42,18,5,2061.38,39166.18,24,Female,Cash,4.2
317,2022-05-24,Tuesday,5,0,Store_A,Electronics,3552.62,8,5,1421.05,26999.91,30,Female,Debit Card,3.7
318,2023-10-23,Monday,10,0,Store_A,Toys,2760.54,3,0,0.0,8281.62,22,Male,UPI,4.2
319,2022-04-05,Tuesday,4,0,Store_C,Clothing,404.94,15,0,0.0,6074.1,28,Female,UPI,3.0
320,2023-01-27,Friday,1,0,Store_D,Groceries,740.19,6,10,444.11,3997.03,35,Female,Credit Card,1.1
321,2023-09-27,Wednesday,9,0,Store_B,Toys,1546.79,18,15,4176.33,23665.89,21,Male,Debit Card,2.5
322,2023-03-06,Monday,3,0,Store_B,Furniture,50829.6,18,30,274479.84,640452.96,19,Female,Debit Card,2.9
323,2023-05-12,Friday,5,0,Store_C,Sports,6009.2,6,0,0.0,36055.2,38,Male,Cash,4.6
324,2022-10-15,Saturday,10,1,Store_A,Beauty,2188.31,19,5,2078.89,39499.0,28,Male,Credit Card,3.6
325,2022-09-30,Friday,9,0,Store_A,Furniture,46479.68,13,10,60423.58,543812.26,29,Male,Credit Card,3.4
326,2023-12-16,Saturday,12,1,Store_C,Electronics,35320.92,17,20,84770.21,515685.43,54,Male,Credit Card,4.3
327,2023-07-10,Monday,7,0,Store_C,Groceries,1006.35,3,0,0.0,3019.05,32,Male,Cash,3.1
328,2022-01-01,Saturday,1,1,Store_C,Furniture,64709.19,11,25,177950.27,533850.82,29,Female,Cash,1.1
329,2023-08-24,Thursday,8,0,Store_B,Clothing,4263.11,12,0,0.0,51157.32,41,Female,Cash,2.3
330,2022-11-27,Sunday,11,1,Store_B,Groceries,1478.09,18,30,6207.98,20397.64,58,Female,Debit Card,1.7
331,2022-08-17,Wednesday,8,0,Store_B,Books,529.55,10,5,264.77,5030.73,29,Male,UPI,4.4
332,2023-08-05,Saturday,8,1,Store_A,Groceries,1224.66,20,5,1224.66,23268.54,58,Male,UPI,1.6
333,2022-03-21,Monday,3,0,Store_B,Sports,14740.98,6,25,22111.47,66334.41,23,Female,UPI,1.0
334,2022-08-03,Wednesday,8,0,Store_B,Clothing,1882.31,4,25,1882.31,5646.93,18,Male,UPI,2.8
335,2023-03-06,Monday,3,0,Store_B,Books,790.31,13,10,1027.4,9246.63,52,Female,Cash,4.3
336,2023-08-15,Tuesday,8,0,Store_B,Groceries,930.01,2,10,186.0,1674.02,19,Female,Debit Card,4.8
337,2022-03-17,Thursday,3,0,Store_C,Groceries,1781.47,6,25,2672.2,8016.62,22,Male,Debit Card,3.4
338,2023-09-21,Thursday,9,0,Store_D,Electronics,21850.51,6,20,26220.61,104882.45,45,Male,Cash,1.4
339,2022-07-30,Saturday,7,1,Store_B,Books,1076.08,18,10,1936.94,17432.5,60,Female,Debit Card,2.0
340,2022-02-20,Sunday,2,1,Store_D,Beauty,741.32,12,0,0.0,8895.84,45,Male,Debit Card,4.3
341,2023-10-03,Tuesday,10,0,Store_D,Furniture,8661.96,7,5,3031.69,57602.03,58,Female,Cash,2.9
342,2022-04-29,Friday,4,0,Store_C,Books,759.32,9,0,0.0,6833.88,59,Female,Credit Card,2.5
343,2023-01-26,Thursday,1,0,Store_C,Groceries,919.26,9,15,1241.0,7032.34,47,Female,Credit Card,4.3
344,2023-08-01,Tuesday,8,0,Store_A,Groceries,1516.86,4,0,0.0,6067.44,60,Female,UPI,4.9
345,2023-08-27,Sunday,8,1,Store_B,Electronics,42119.46,17,15,107404.62,608626.2,52,Female,Credit Card,2.9
346,2022-03-22,Tuesday,3,0,Store_D,Electronics,25354.02,17,30,129305.5,301712.84,54,Male,Cash,4.8
347,2023-04-05,Wednesday,4,0,Store_B,Groceries,1945.72,7,5,681.0,12939.04,20,Female,Cash,5.0
348,2023-03-22,Wednesday,3,0,Store_B,Groceries,1676.51,9,10,1508.86,13579.73,64,Male,Cash,2.6
349,2023-02-11,Saturday,2,1,Store_C,Toys,1607.1,1,30,482.13,1124.97,62,Female,Cash,2.7
350,2022-06-01,Wednesday,6,0,Store_A,Clothing,2900.88,4,30,3481.06,8122.46,36,Female,UPI,2.1
351,2023-11-02,Thursday,11,0,Store_D,Beauty,294.24,13,15,397.22,3427.9,27,Female,Cash,2.6
352,2023-12-09,Saturday,12,1,Store_B,Electronics,37414.62,14,10,33673.16,490131.52,19,Female,Debit Card,2.2
353,2023-12-14,Thursday,12,0,Store_A,Furniture,11616.46,17,30,52274.07,145205.75,70,Female,Debit Card,3.9
354,2022-07-12,Tuesday,7,0,Store_D,Furniture,73161.19,14,25,256064.17,768192.49,49,Female,Cash,3.1
355,2022-06-12,Sunday,6,1,Store_A,Toys,2157.75,13,5,1402.54,26648.21,67,Male,Credit Card,1.8
356,2022-07-25,Monday,7,0,Store_A,Furniture,3612.61,2,10,722.52,6502.7,63,Male,Debit Card,2.5
357,2023-04-21,Friday,4,0,Store_D,Clothing,3469.64,8,10,2775.71,24981.41,49,Female,Credit Card,4.8
358,2023-05-01,Monday,5,0,Store_C,Sports,2703.65,9,25,6083.21,18249.64,62,Male,Debit Card,1.1
359,2022-02-20,Sunday,2,1,Store_B,Furniture,68711.78,8,25,137423.56,412270.68,31,Female,UPI,3.1
360,2023-11-30,Thursday,11,0,Store_A,Beauty,3659.33,10,20,4391.2,32202.1,69,Male,Credit Card,2.0
361,2023-12-31,Sunday,12,1,Store_C,Books,1353.68,17,15,2436.62,20575.94,34,Male,UPI,2.2
362,2023-08-22,Tuesday,8,0,Store_A,Electronics,25819.93,12,20,61967.83,247871.33,59,Female,Debit Card,3.7
363,2023-05-09,Tuesday,5,0,Store_A,Sports,14828.91,11,30,48935.4,114182.61,35,Female,Debit Card,1.8
364,2023-06-14,Wednesday,6,0,Store_B,Electronics,40368.78,20,15,121106.34,686269.26,60,Female,Credit Card,3.9
365,2023-11-03,Friday,11,0,Store_D,Toys,852.34,17,15,1789.91,12699.87,42,Male,Credit Card,2.4
366,2023-12-04,Monday,12,0,Store_D,Sports,7757.53,9,30,13963.55,55854.22,60,Male,Debit Card,1.4
367,2022-09-22,Thursday,9,0,Store_B,Sports,9920.19,8,10,7936.15,71425.37,32,Female,UPI,4.2
368,2022-12-06,Tuesday,12,0,Store_C,Toys,1798.16,17,30,8091.72,22477.0,25,Female,Cash,4.5
369,2023-04-29,Saturday,4,1,Store_B,Clothing,4363.99,13,20,11346.37,45385.5,37,Female,Cash,4.5
370,2022-06-04,Saturday,6,1,Store_B,Furniture,28070.92,19,15,80002.12,453345.36,27,Female,Credit Card,4.1
371,2023-05-15,Monday,5,0,Store_C,Groceries,661.16,2,0,0.0,1322.32,46,Female,Credit Card,4.0
372,2022-06-22,Wednesday,6,0,Store_B,Beauty,3173.06,3,5,475.96,9043.22,57,Female,UPI,2.6
373,2023-05-04,Thursday,5,0,Store_D,Electronics,2367.4,7,25,4142.95,12428.85,41,Male,Debit Card,4.0
374,2023-06-28,Wednesday,6,0,Store_B,Electronics,33999.03,8,5,13599.61,258392.63,62,Female,Debit Card,1.5
375,2023-01-28,Saturday,1,1,Store_C,Groceries,177.31,2,10,35.46,319.16,36,Female,Debit Card,2.7
376,2023-12-05,Tuesday,12,0,Store_B,Sports,14943.24,20,10,23909.18,274955.62,66,Male,Credit Card,4.8
377,2022-01-20,Thursday,1,0,Store_B,Furniture,58446.34,5,5,14611.58,277620.12,64,Male,Credit Card,1.5
378,2023-12-30,Saturday,12,1,Store_A,Books,1327.16,11,30,3583.33,11015.43,52,Male,Cash,3.6
379,2022-02-19,Saturday,2,1,Store_A,Books,722.04,4,20,577.63,2310.53,34,Female,Credit Card,1.8
380,2023-12-04,Monday,12,0,Store_A,Toys,1320.53,6,25,1320.53,6602.65,51,Female,Credit Card,2.7
381,2023-06-08,Thursday,6,0,Store_A,Toys,430.64,4,15,258.38,1464.18,30,Male,Debit Card,4.3
382,2022-07-26,Tuesday,7,0,Store_C,Books,513.49,2,20,205.4,821.58,49,Male,UPI,2.3
383,2022-01-03,Monday,1,0,Store_A,Clothing,4553.02,19,25,21626.85,64880.53,49,Male,Cash,4.1
384,2022-03-18,Friday,3,0,Store_A,Toys,1968.58,15,10,2952.87,26575.83,34,Female,Cash,1.4
385,2022-06-28,Tuesday,6,0,Store_A,Toys,1144.62,11,15,1888.62,10702.2,65,Male,Cash,4.4
386,2022-02-16,Wednesday,2,0,Store_A,Groceries,1343.54,6,10,806.12,7255.12,40,Female,Debit Card,4.5
387,2022-04-06,Wednesday,4,0,Store_C,Sports,2988.18,13,15,5826.95,33019.39,47,Female,UPI,3.8
388,2023-05-05,Friday,5,0,Store_D,Groceries,270.46,2,30,162.28,378.64,28,Male,UPI,4.6
389,2023-05-10,Wednesday,5,0,Store_D,Groceries,1242.08,12,20,2980.99,11923.97,19,Male,UPI,4.7
390,2022-04-26,Tuesday,4,0,Store_D,Beauty,326.99,9,25,735.73,2207.18,38,Male,Credit Card,4.9
391,2023-11-17,Friday,11,0,Store_C,Clothing,2277.67,10,15,2733.2,20043.5,40,Female,Credit Card,4.4
392,2022-01-12,Wednesday,1,0,Store_B,Beauty,3429.7,6,0,0.0,20578.2,66,Female,Debit Card,2.0
393,2022-10-12,Wednesday,10,0,Store_A,Furniture,44489.15,13,15,86753.84,491605.11,70,Male,Cash,2.8
394,2023-08-10,Thursday,8,0,Store_D,Clothing,4311.63,15,10,6467.44,58207.01,25,Female,Cash,1.4
395,2023-02-27,Monday,2,0,Store_A,Electronics,41382.48,20,20,165529.92,662119.68,58,Female,Credit Card,3.6
396,2023-04-13,Thursday,4,0,Store_C,Sports,12432.07,8,30,29836.97,69619.59,47,Female,UPI,3.9
397,2023-01-08,Sunday,1,1,Store_D,Clothing,667.7,8,0,0.0,5341.6,39,Female,Debit Card,3.2
398,2023-01-18,Wednesday,1,0,Store_A,Electronics,44895.42,16,5,35916.34,682410.38,70,Female,Cash,2.0
399,2022-07-20,Wednesday,7,0,Store_B,Clothing,4665.04,13,5,3032.28,57613.24,47,Male,Debit Card,1.4
400,2023-03-01,Wednesday,3,0,Store_A,Clothing,3906.3,15,15,8789.17,49805.33,60,Male,UPI,1.0
401,2022-02-19,Saturday,2,1,Store_D,Beauty,3708.83,6,25,5563.24,16689.74,55,Male,Credit Card,1.4
402,2023-11-05,Sunday,11,1,Store_C,Books,686.13,20,25,3430.65,10291.95,66,Male,Debit Card,2.6
403,2022-10-29,Saturday,10,1,Store_D,Groceries,319.45,20,25,1597.25,4791.75,65,Female,Debit Card,3.8
404,2023-07-21,Friday,7,0,Store_B,Furniture,17567.3,10,25,43918.25,131754.75,40,Male,Credit Card,3.0
405,2023-12-12,Tuesday,12,0,Store_C,Clothing,3851.72,20,15,10399.64,66634.76,55,Female,Debit Card,4.5
406,2022-01-14,Friday,1,0,Store_A,Electronics,19353.08,2,25,9676.54,29029.62,21,Male,Debit Card,4.0
407,2022-06-14,Tuesday,6,0,Store_C,Toys,524.64,2,25,262.32,786.96,68,Female,Credit Card,4.0
408,2022-02-03,Thursday,2,0,Store_C,Beauty,544.55,18,30,2940.57,6861.33,32,Female,Credit Card,3.0
409,2023-12-14,Thursday,12,0,Store_C,Electronics,46361.0,17,15,90403.95,697733.05,68,Female,Cash,1.1
410,2022-07-27,Wednesday,7,0,Store_D,Furniture,73007.42,12,30,262826.71,613262.33,55,Male,Credit Card,2.2
411,2022-07-01,Friday,7,0,Store_A,Groceries,1926.83,17,0,0.0,32756.11,42,Male,UPI,2.1
412,2022-09-28,Wednesday,9,0,Store_B,Groceries,1188.77,9,0,0.0,10698.93,39,Female,Credit Card,1.2
413,2022-11-27,Sunday,11,1,Store_A,Toys,1522.6,20,20,5785.88,24666.12,40,Male,Debit Card,3.1
414,2023-06-18,Sunday,6,1,Store_A,Groceries,861.07,18,15,2324.89,13174.37,23,Female,Credit Card,4.5
415,2023-11-11,Saturday,11,1,Store_C,Sports,5603.73,11,30,11767.83,49873.2,57,Female,Cash,1.5
416,2023-04-02,Sunday,4,1,Store_B,Furniture,76752.85,11,15,126642.2,717639.15,68,Male,UPI,2.0
417,2022-10-17,Monday,10,0,Store_A,Sports,7860.34,17,15,20043.87,113581.91,49,Male,Debit Card,4.6
418,2022-07-17,Sunday,7,1,Store_C,Clothing,4751.42,6,30,8552.56,19955.96,52,Male,Cash,1.8
419,2023-10-07,Saturday,10,1,Store_B,Books,1269.93,7,20,1777.9,7111.61,62,Female,Cash,4.0
420,2022-06-07,Tuesday,6,0,Store_A,Beauty,2909.94,2,0,0.0,5819.88,22,Male,Credit Card,4.2
421,2023-07-26,Wednesday,7,0,Store_A,Furniture,72967.94,14,15,153232.67,868318.49,46,Female,UPI,2.3
422,2023-02-03,Friday,2,0,Store_A,Electronics,32250.43,20,0,0.0,645008.6,66,Male,Cash,2.4
423,2023-05-30,Tuesday,5,0,Store_A,Toys,2381.99,10,20,4763.98,19055.92,23,Female,UPI,2.5
424,2023-11-08,Wednesday,11,0,Store_A,Beauty,751.85,11,5,300.74,7969.61,65,Female,Debit Card,4.8
425,2022-11-02,Wednesday,11,0,Store_C,Electronics,27899.45,20,5,25109.51,532879.49,25,Male,Cash,3.3
426,2023-07-05,Wednesday,7,0,Store_A,Toys,709.15,12,5,425.49,8084.31,44,Male,Credit Card,1.7
427,2023-09-24,Sunday,9,1,Store_C,Furniture,10055.18,19,30,57314.53,133733.89,21,Female,Cash,2.2
428,2022-03-10,Thursday,3,0,Store_C,Clothing,1147.6,19,15,3270.66,18533.74,39,Female,Credit Card,3.7
429,2022-08-29,Monday,8,0,Store_A,Toys,1896.6,7,10,1327.62,11948.58,49,Female,Debit Card,3.5
430,2022-11-10,Thursday,11,0,Store_B,Sports,12173.19,19,5,8521.23,222769.38,18,Female,Credit Card,4.1
431,2022-10-11,Tuesday,10,0,Store_C,Groceries,1375.18,11,15,2269.05,12857.93,47,Female,Debit Card,4.1
432,2023-05-14,Sunday,5,1,Store_A,Groceries,1308.83,3,30,1177.95,2748.54,35,Male,Credit Card,2.1
433,2023-10-04,Wednesday,10,0,Store_A,Clothing,4482.1,17,25,19048.93,57146.77,19,Female,Credit Card,4.6
434,2023-07-19,Wednesday,7,0,Store_C,Beauty,2667.55,5,10,1333.78,12003.97,43,Male,Debit Card,1.5
435,2023-05-29,Monday,5,0,Store_A,Books,609.41,1,25,152.35,457.06,33,Male,Credit Card,2.8
436,2022-07-03,Sunday,7,1,Store_B,Beauty,3765.82,2,5,376.58,7155.06,66,Female,Credit Card,1.3
437,2023-01-14,Saturday,1,1,Store_B,Electronics,33594.99,17,30,171334.45,399780.38,41,Female,UPI,4.7
438,2022-02-17,Thursday,2,0,Store_A,Sports,1817.41,17,25,7723.99,23171.98,35,Female,Credit Card,2.5
439,2023-01-23,Monday,1,0,Store_C,Clothing,2679.98,13,5,1741.99,33097.75,51,Female,Debit Card,4.3
440,2022-12-20,Tuesday,12,0,Store_D,Beauty,3565.61,5,20,713.12,17114.93,26,Female,Credit Card,1.9
441,2022-08-05,Friday,8,0,Store_B,Groceries,356.85,20,25,1784.25,5352.75,70,Male,Credit Card,2.7
442,2022-12-05,Monday,12,0,Store_A,Beauty,2749.63,18,5,2199.7,47293.64,55,Male,UPI,1.1
443,2022-05-11,Wednesday,5,0,Store_B,Groceries,1277.6,2,20,511.04,2044.16,27,Male,Credit Card,2.0
444,2022-07-04,Monday,7,0,Store_D,Electronics,43986.19,10,0,0.0,439861.9,31,Female,UPI,4.5
445,2022-06-24,Friday,6,0,Store_B,Books,941.17,19,30,5364.67,12517.56,67,Male,Debit Card,1.7
446,2023-12-04,Monday,12,0,Store_C,Beauty,2446.65,6,5,367.0,14312.9,42,Female,Credit Card,1.4
447,2023-06-20,Tuesday,6,0,Store_D,Groceries,1230.75,6,15,1107.67,6276.83,57,Male,Cash,1.4
448,2023-11-07,Tuesday,11,0,Store_B,Electronics,44899.96,19,20,125719.89,727379.35,44,Female,Cash,3.8
449,2022-08-23,Tuesday,8,0,Store_D,Books,590.72,19,0,0.0,11223.68,45,Male,Debit Card,2.9
450,2022-08-27,Saturday,8,1,Store_A,Toys,1835.05,18,15,4954.64,28076.26,34,Male,Cash,3.8
451,2022-01-08,Saturday,1,1,Store_A,Electronics,19063.98,7,25,33361.96,100085.9,69,Female,UPI,2.4
452,2022-06-08,Wednesday,6,0,Store_D,Toys,857.78,18,15,2316.01,13124.03,54,Female,Debit Card,5.0
453,2023-02-11,Saturday,2,1,Store_B,Books,872.95,18,15,2356.97,13356.13,29,Female,UPI,2.0
454,2022-11-11,Friday,11,0,Store_C,Books,1130.1,9,25,1130.1,9040.8,32,Female,Credit Card,1.4
455,2022-12-13,Tuesday,12,0,Store_A,Groceries,808.75,6,30,242.62,4609.88,23,Male,UPI,4.7
456,2022-04-01,Friday,4,0,Store_A,Toys,743.13,3,20,445.88,1783.51,20,Female,UPI,3.5
457,2023-06-18,Sunday,6,1,Store_C,Electronics,47312.93,6,25,70969.4,212908.18,49,Female,Cash,1.8
458,2023-11-04,Saturday,11,1,Store_C,Furniture,3655.14,20,20,14620.56,58482.24,51,Male,Credit Card,3.7
459,2022-09-02,Friday,9,0,Store_A,Groceries,219.34,9,30,592.22,1381.84,43,Female,UPI,2.6
460,2022-07-25,Monday,7,0,Store_A,Clothing,4612.05,18,10,8301.69,74715.21,64,Female,Debit Card,4.9
461,2022-10-11,Tuesday,10,0,Store_B,Furniture,36925.96,13,20,96007.5,384029.98,18,Female,Credit Card,2.6
